"Autonomous_region","State_2","Island","INE","Village","Web","Identificador","Name","Name_2","Length","Width","Occupation_level","Urbanization_level","Promenade","Sand_type","Surge","Nudism","Vegetation","Blue_flag","SOS","Disabled_access","Bus","Parking","Parking_security","Parking_Q","Toilets","Footbaths","Showers","Trash","Clean_service","Umbrelas_rent","Hammocks_rent","Tourism_office","Food_shop","Beverage_shop","Children_area","Sport_area","Diving","Surf","Coordenate_UTM_X","Coordenate_UTM_Y","Huso","Coordenada_geografica_Longitud","Coordenada_geografica_Latitud","Composition","Protected_area","Latitude","Longitude","Point"
"Asturias","Asturias","",33016,"Castrillon","http://www.ayto-castrillon.es",391,"San Juan","El Espartal",500,60,"High","Semiurban","FALSE","Golden","Heavy swell","FALSE","TRUE",TRUE,TRUE,TRUE,TRUE,TRUE,"","> 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",TRUE,262730.79,4830322.726,30,"05<U+222B> 56' 20,765'' W","43<U+222B> 35' 17,138'' N","Sand",TRUE,43.58726177,-5.939015025,"<p><strong>Beach name: </strong>San Juan<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Castrillon<br><strong>Beach length: </strong>500 m<br><strong>Beach width: </strong>60 m</p>"
"Asturias","Asturias","",33016,"Castrillon","http://www.ayto-castrillon.es",392,"Santa Maria del Mar","",300,150,"High","Urban","FALSE","Golden","Moderate swell","FALSE","TRUE",FALSE,TRUE,TRUE,TRUE,TRUE,"","> 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,258114.658,4828607.712,30,"05<U+222B> 59' 43,587'' W","43<U+222B> 34' 16,281'' N","Sand",TRUE,43.57035204,-5.995352822,"<p><strong>Beach name: </strong>Santa Maria del Mar<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Castrillon<br><strong>Beach length: </strong>300 m<br><strong>Beach width: </strong>150 m</p>"
"Asturias","Asturias","",33017,"Castropol","http://www.castropol.es",393,"Arnao","",450,30,"High","Semiurban","FALSE","White","Calm / Windy","FALSE","TRUE",TRUE,TRUE,FALSE,FALSE,TRUE,"Non-guarded","> 50 & < 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,659837.006,4823671.833,29,"07<U+222B> 01' 16,779'' W","43<U+222B> 32' 55,968'' N","Sand",TRUE,43.54810089,-7.021385594,"<p><strong>Beach name: </strong>Arnao<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Castropol<br><strong>Beach length: </strong>450 m<br><strong>Beach width: </strong>30 m</p>"
"Asturias","Asturias","",33017,"Castropol","http://www.castropol.es",394,"Figueras","",200,47,"Low","Semiurban","FALSE","Golden","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,659371.041,4822640.825,29,"07<U+222B> 01' 38,622'' W","43<U+222B> 32' 22,926'' N","Grave / Sand",TRUE,43.53892295,-7.027453024,"<p><strong>Beach name: </strong>Figueras<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Castropol<br><strong>Beach length: </strong>200 m<br><strong>Beach width: </strong>47 m</p>"
"Asturias","Asturias","",33017,"Castropol","http://www.castropol.es",395,"San Roman","",240,20,"Low","Urban","FALSE","Golden","Calm","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,659151.031,4822918.824,29,"07<U+222B> 01' 48,127'' W","43<U+222B> 32' 32,101'' N","Sand",TRUE,43.54147161,-7.030093042,"<p><strong>Beach name: </strong>San Roman<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Castropol<br><strong>Beach length: </strong>240 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33018,"Coaña","http://www.ayuntamientodecoana.com",396,"Armaza","",310,22,"Low","Isolated","FALSE","","Moderate swell","FALSE","TRUE",FALSE,TRUE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,677782.653,4824807.192,29,"06<U+222B> 47' 56,234'' W","43<U+222B> 33' 18,130'' N","Stone / Grave",TRUE,43.55424981,-6.799018597,"<p><strong>Beach name: </strong>Armaza<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Coaña<br><strong>Beach length: </strong>310 m<br><strong>Beach width: </strong>22 m</p>"
"Asturias","Asturias","",33018,"Coaña","http://www.ayuntamientodecoana.com",397,"A Figueira","",220,35,"Low","Isolated","FALSE","Dark","Heavy swell","FALSE","TRUE",FALSE,TRUE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,680951.731,4825593.239,29,"06<U+222B> 45' 34,150'' W","43<U+222B> 33' 40,848'' N","Rock / Grave / Sand",TRUE,43.56055864,-6.759551952,"<p><strong>Beach name: </strong>A Figueira<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Coaña<br><strong>Beach length: </strong>220 m<br><strong>Beach width: </strong>35 m</p>"
"Asturias","Asturias","",33018,"Coaña","http://www.ayuntamientodecoana.com",398,"Arnelles","",110,42,"Medium","Semiurban","FALSE","Golden","Moderate swell","FALSE","TRUE",FALSE,TRUE,FALSE,FALSE,TRUE,"Non-guarded","< 50",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,683219.787,4825486.267,29,"06<U+222B> 43' 53,260'' W","43<U+222B> 33' 35,390'' N","Sand",TRUE,43.55904146,-6.731527751,"<p><strong>Beach name: </strong>Arnelles<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Coaña<br><strong>Beach length: </strong>110 m<br><strong>Beach width: </strong>42 m</p>"
"Asturias","Asturias","",33018,"Coaña","http://www.ayuntamientodecoana.com",399,"El Barco","",200,20,"Low","Isolated","FALSE","","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,678609.674,4824896.203,29,"06<U+222B> 47' 19,295'' W","43<U+222B> 33' 20,302'' N","Stone / Grave",TRUE,43.55485277,-6.788758118,"<p><strong>Beach name: </strong>El Barco<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Coaña<br><strong>Beach length: </strong>200 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33018,"Coaña","http://www.ayuntamientodecoana.com",400,"Foxos","",220,20,"Low","Isolated","FALSE","Golden","Heavy swell / Windy","FALSE","TRUE",FALSE,TRUE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"TRUE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,683456.792,4825313.268,29,"06<U+222B> 43' 42,915'' W","43<U+222B> 33' 29,577'' N","Sand",TRUE,43.55742662,-6.728654121,"<p><strong>Beach name: </strong>Foxos<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Coaña<br><strong>Beach length: </strong>220 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33018,"Coaña","http://www.ayuntamientodecoana.com",401,"Torbas","",730,20,"Low","Isolated","FALSE","Dark","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"TRUE",FALSE,679151.687,4825130.212,29,"06<U+222B> 46' 54,877'' W","43<U+222B> 33' 27,414'' N","Grave / Sand",TRUE,43.55682801,-6.781975513,"<p><strong>Beach name: </strong>Torbas<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Coaña<br><strong>Beach length: </strong>730 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33019,"Colunga","http://www.colunga.es",402,"La Griega","La Cabaña del Mar",820,82,"Medium","Semiurban","FALSE","Golden","Heavy swell","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,TRUE,"","> 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",TRUE,317059.717,4818984.45,30,"05<U+222B> 15' 46,410'' W","43<U+222B> 30' 05,043'' N","Sand",TRUE,43.50061306,-5.262825214,"<p><strong>Beach name: </strong>La Griega<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Colunga<br><strong>Beach length: </strong>820 m<br><strong>Beach width: </strong>82 m</p>"
"Asturias","Asturias","",33019,"Colunga","http://www.colunga.es",403,"La Isla","",800,50,"High","Urban","TRUE","Golden","Heavy swell / Windy","FALSE","TRUE",FALSE,TRUE,TRUE,FALSE,TRUE,"","> 50 & < 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,"FALSE",FALSE,319984.774,4816698.382,30,"05<U+222B> 13' 33,532'' W","43<U+222B> 28' 53,552'' N","Sand",FALSE,43.48075612,-5.225915798,"<p><strong>Beach name: </strong>La Isla<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Colunga<br><strong>Beach length: </strong>800 m<br><strong>Beach width: </strong>50 m</p>"
"Asturias","Asturias","",33019,"Colunga","http://www.colunga.es",404,"Lastres","La Ideal",300,27,"Medium","Semiurban","FALSE","Golden","Moderate swell","FALSE","TRUE",FALSE,TRUE,FALSE,FALSE,TRUE,"","< 50",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,316436.705,4819697.466,30,"05<U+222B> 16' 14,997'' W","43<U+222B> 30' 27,588'' N","Stone / Grave / Sand",TRUE,43.50687504,-5.270765993,"<p><strong>Beach name: </strong>Lastres<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Colunga<br><strong>Beach length: </strong>300 m<br><strong>Beach width: </strong>27 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",405,"Rio Cabo","Ballota",1820,20,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,714484.46,4825782.321,29,"06<U+222B> 20' 40,630'' W","43<U+222B> 33' 14,979'' N","Stone",TRUE,43.55335146,-6.344697422,"<p><strong>Beach name: </strong>Rio Cabo<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>1820 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",406,"Albuerne","",200,28,"Low","Isolated","FALSE","Golden","Heavy swell","FALSE","TRUE",FALSE,TRUE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,720973.609,4828518.326,29,"06<U+222B> 15' 47,722'' W","43<U+222B> 34' 36,750'' N","Stone / Sand",TRUE,43.57605948,-6.263336506,"<p><strong>Beach name: </strong>Albuerne<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>200 m<br><strong>Beach width: </strong>28 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",407,"Calabon","",520,55,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,717351.529,4826915.32,29,"06<U+222B> 18' 31,351'' W","43<U+222B> 33' 48,679'' N","Stone",TRUE,43.56270977,-6.308787758,"<p><strong>Beach name: </strong>Calabon<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>520 m<br><strong>Beach width: </strong>55 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",408,"El Castrillon","",300,20,"Low","Semiurban","FALSE","","Heavy swell","FALSE","FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,724021.671,4829460.331,29,"06<U+222B> 13' 30,576'' W","43<U+222B> 35' 03,975'' N","Stone",TRUE,43.58361901,-6.225241513,"<p><strong>Beach name: </strong>El Castrillon<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>300 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",409,"El Castro","Caldeirina",110,15,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,717805.54,4826892.318,29,"06<U+222B> 18' 11,169'' W","43<U+222B> 33' 47,457'' N","Stone",TRUE,43.56237008,-6.303181625,"<p><strong>Beach name: </strong>El Castro<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>110 m<br><strong>Beach width: </strong>15 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",410,"El Riego","",10,3,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"no",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,718543.557,4827643.323,29,"06<U+222B> 17' 37,218'' W","43<U+222B> 34' 10,997'' N","Stone",TRUE,43.56890811,-6.293751094,"<p><strong>Beach name: </strong>El Riego<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>10 m<br><strong>Beach width: </strong>3 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",411,"El Silencio","Gavieiro",330,32,"Medium","Isolated","FALSE","","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,718445.555,4827352.32,29,"06<U+222B> 17' 42,004'' W","43<U+222B> 34' 01,678'' N","Stone",TRUE,43.56631963,-6.29508054,"<p><strong>Beach name: </strong>El Silencio<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>330 m<br><strong>Beach width: </strong>32 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",412,"Gueir<U+02D9>a","",120,50,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,717162.525,4826882.32,29,"06<U+222B> 18' 39,815'' W","43<U+222B> 33' 47,808'' N","Stone",TRUE,43.56246817,-6.311138648,"<p><strong>Beach name: </strong>Gueir<U+02D9>a<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>120 m<br><strong>Beach width: </strong>50 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",413,"La Barquera","",250,20,"Low","Isolated","FALSE","","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,718726.561,4827705.323,29,"06<U+222B> 17' 28,978'' W","43<U+222B> 34' 12,811'' N","Stone",TRUE,43.56941192,-6.291462421,"<p><strong>Beach name: </strong>La Barquera<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>250 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",414,"La Concha de Artedo","",760,55,"High","Urban","TRUE","Golden","Moderate swell","FALSE","TRUE",TRUE,TRUE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,"FALSE",FALSE,727288.728,4827140.3,29,"06<U+222B> 11' 08,567'' W","43<U+222B> 33' 45,302'' N","Stone / Sand",TRUE,43.56176263,-6.185795592,"<p><strong>Beach name: </strong>La Concha de Artedo<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>760 m<br><strong>Beach width: </strong>55 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",415,"La Corvera","",250,20,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,729388.765,4827633.307,29,"06<U+222B> 09' 34,319'' W","43<U+222B> 33' 58,949'' N","Stone",TRUE,43.56555137,-6.159616558,"<p><strong>Beach name: </strong>La Corvera<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>250 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",416,"La Cueva","",390,32,"Medium","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,722321.638,4829321.332,29,"06<U+222B> 14' 46,501'' W","43<U+222B> 35' 01,307'' N","Stone",TRUE,43.58287945,-6.246331305,"<p><strong>Beach name: </strong>La Cueva<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>390 m<br><strong>Beach width: </strong>32 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",417,"L'Airin","",650,40,"Low","Isolated","FALSE","","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"TRUE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,719245.572,4827679.321,29,"06<U+222B> 17' 05,904'' W","43<U+222B> 34' 11,421'' N","Stone",TRUE,43.56902522,-6.285053005,"<p><strong>Beach name: </strong>L'Airin<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>650 m<br><strong>Beach width: </strong>40 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",418,"Las Rubias","",415,20,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,728984.758,4827701.307,29,"06<U+222B> 09' 52,204'' W","43<U+222B> 34' 01,597'' N","Stone",TRUE,43.56628743,-6.164584391,"<p><strong>Beach name: </strong>Las Rubias<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>415 m<br><strong>Beach width: </strong>20 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",419,"Los Botes","",170,30,"Low","Isolated","FALSE","","Heavy swell","FALSE","FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,725361.696,4829217.327,29,"06<U+222B> 12' 31,256'' W","43<U+222B> 34' 54,653'' N","Stone",TRUE,43.58102844,-6.208764192,"<p><strong>Beach name: </strong>Los Botes<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>170 m<br><strong>Beach width: </strong>30 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",420,"Oleiros","",510,35,"Medium","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,726087.707,4828177.314,29,"06<U+222B> 12' 00,483'' W","43<U+222B> 34' 20,190'' N","Grave",TRUE,43.57145486,-6.200216404,"<p><strong>Beach name: </strong>Oleiros<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>510 m<br><strong>Beach width: </strong>35 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",421,"Peña Doria","",250,17,"Low","Isolated","FALSE","","Heavy swell","FALSE","FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,722635.645,4829929.338,29,"06<U+222B> 14' 31,616'' W","43<U+222B> 35' 20,655'' N","Stone",TRUE,43.58825357,-6.242196644,"<p><strong>Beach name: </strong>Peña Doria<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>250 m<br><strong>Beach width: </strong>17 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",422,"Portiella","Muriello",60,22,"Low","Semiurban","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,723922.669,4829710.334,29,"06<U+222B> 13' 34,614'' W","43<U+222B> 35' 12,176'' N","Stone",TRUE,43.58589723,-6.226363039,"<p><strong>Beach name: </strong>Portiella<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>60 m<br><strong>Beach width: </strong>22 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",423,"Puerto Chico","",40,32,"Low","Semiurban","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,723976.67,4829615.333,29,"06<U+222B> 13' 32,350'' W","43<U+222B> 35' 09,042'' N","Stone",TRUE,43.58502657,-6.225734192,"<p><strong>Beach name: </strong>Puerto Chico<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>40 m<br><strong>Beach width: </strong>32 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",424,"Ribera del Molin","",200,26,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,718066.546,4827088.319,29,"06<U+222B> 17' 59,263'' W","43<U+222B> 33' 53,529'' N","Stone",TRUE,43.56405644,-6.299874649,"<p><strong>Beach name: </strong>Ribera del Molin<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>200 m<br><strong>Beach width: </strong>26 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",425,"Salencia","",150,32,"Low","Isolated","FALSE","","Moderate swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,719742.583,4827983.323,29,"06<U+222B> 16' 43,328'' W","43<U+222B> 34' 20,737'' N","Stone",TRUE,43.57161266,-6.27878209,"<p><strong>Beach name: </strong>Salencia<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>150 m<br><strong>Beach width: </strong>32 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",426,"San Pedro de Bocamar","San Pedro de la Ribera",440,145,"High","Isolated","FALSE","Golden","Moderate swell","FALSE","TRUE",TRUE,TRUE,TRUE,FALSE,TRUE,"Non-guarded","> 50 & < 100",TRUE,NA,TRUE,"TRUE",TRUE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,"FALSE",FALSE,724297.675,4828825.323,29,"06<U+222B> 13' 19,229'' W","43<U+222B> 34' 43,117'' N","Sand",TRUE,43.57782488,-6.222089638,"<p><strong>Beach name: </strong>San Pedro de Bocamar<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>440 m<br><strong>Beach width: </strong>145 m</p>"
"Asturias","Asturias","",33021,"Cudillero","http://www.cudillero.es",427,"Vallina","",1320,15,"Low","Isolated","FALSE","","Heavy swell","FALSE","TRUE",FALSE,FALSE,FALSE,FALSE,TRUE,"Non-guarded","< 50",FALSE,NA,FALSE,"FALSE",FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,721616.623,4828691.326,29,"06<U+222B> 15' 18,830'' W","43<U+222B> 34' 41,664'' N","Stone",TRUE,43.57742396,-6.255311313,"<p><strong>Beach name: </strong>Vallina<br><strong>Autonomous Comunity: </strong>Asturias<br><strong>County: </strong>Cudillero<br><strong>Beach length: </strong>1320 m<br><strong>Beach width: </strong>15 m</p>"
